id,title,difficulty,totalNotes,sub_constant_1,main_constant,sub_constant_2,stamina,handspeed,burst,complex,rhythm
1087,Streamer,oni,432,1.66 ,2.04 ,2.64 ,2.31 ,0.09 ,0.00 ,1.68 ,2.99 
1088,プロミスザスター,edit,669,5.77 ,5.59 ,2.99 ,8.16 ,5.51 ,5.17 ,1.24 ,0.17 
1088,プロミスザスター,oni,332,0.75 ,1.17 ,1.43 ,1.23 ,0.37 ,5.17 ,0.00 ,0.16 
1089,阿修羅ちゃん,oni,461,4.91 ,5.48 ,6.34 ,3.44 ,0.75 ,1.90 ,7.68 ,6.98 
1090,Dried Flower,oni,243,0.23 ,1.17 ,1.98 ,0.25 ,0.00 ,0.00 ,0.30 ,2.33 
1091,Cheers！デリシャスパーティ?プリキュア,oni,274,0.39 ,1.39 ,2.07 ,0.67 ,0.01 ,7.58 ,0.02 ,0.14 
1092,Animal,oni,824,3.17 ,3.36 ,2.98 ,4.92 ,1.45 ,7.97 ,1.85 ,1.07 
1094,Racing the Storm,oni,787,7.26 ,6.56 ,5.06 ,6.99 ,2.56 ,0.62 ,10.04 ,4.49 
1095,MAO-u,oni,473,4.56 ,4.95 ,6.62 ,2.53 ,1.07 ,9.25 ,7.36 ,3.06 
1096,NEKOKUJIRA,edit,826,8.02 ,7.96 ,7.86 ,7.90 ,7.35 ,9.25 ,8.62 ,6.12 
1096,NEKOKUJIRA,oni,591,2.42 ,3.52 ,6.60 ,2.67 ,0.30 ,9.23 ,3.17 ,3.72 
1097,ON SAY GO SAY,edit,621,11.74 ,12.43 ,12.36 ,8.56 ,12.99 ,12.17 ,12.90 ,11.98 
1097,ON SAY GO SAY,oni,346,4.30 ,3.81 ,2.69 ,2.13 ,0.58 ,0.08 ,7.08 ,2.16 
1098,SORA-V Cosmic Bird,oni,354,1.39 ,3.55 ,5.63 ,2.18 ,0.02 ,1.59 ,1.01 ,6.60 
1099,Challengers,oni,753,12.76 ,13.19 ,13.65 ,10.83 ,12.93 ,15.34 ,14.08 ,13.51 
1100,Kill My Fortune,edit,1107,11.46 ,11.08 ,11.39 ,11.61 ,10.85 ,12.75 ,11.70 ,7.99 
1100,Kill My Fortune,oni,627,2.17 ,2.49 ,2.32 ,3.58 ,0.95 ,7.50 ,0.45 ,0.65 
1101,一途,oni,495,3.17 ,3.25 ,2.38 ,5.32 ,1.03 ,2.83 ,0.57 ,2.04 
1102,俺こそオンリーワン,oni,263,0.82 ,0.89 ,1.02 ,1.06 ,0.01 ,0.01 ,0.93 ,1.13 
1103,像神一样啊,edit,699,10.95 ,9.83 ,11.10 ,10.05 ,8.79 ,9.42 ,13.30 ,13.50 
1103,像神一样啊,oni,468,2.07 ,3.59 ,5.43 ,3.01 ,0.16 ,0.09 ,1.89 ,6.33 
1104,Aragami,oni,839,12.55 ,11.55 ,10.85 ,12.12 ,11.00 ,13.92 ,14.12 ,5.34 
1105,せかいのおと - sekai note -,oni,463,2.61 ,3.29 ,3.53 ,2.73 ,0.36 ,2.83 ,3.54 ,3.83 
1106,Libera Ray,oni,860,11.76 ,10.67 ,10.45 ,10.18 ,11.04 ,10.53 ,13.57 ,7.00 
1107,Irodoru?Future,oni,850,6.97 ,6.92 ,6.03 ,7.92 ,6.78 ,8.32 ,5.95 ,4.72 
1108,其方，激昂,oni,994,11.66 ,11.41 ,12.16 ,11.19 ,11.28 ,13.62 ,12.25 ,11.14 
1109,女神的世界 II,oni,778,4.37 ,4.47 ,3.27 ,4.67 ,1.39 ,4.71 ,5.72 ,2.66 
1110,今天是太鼓日,oni,251,0.54 ,1.02 ,1.57 ,0.94 ,0.01 ,0.00 ,0.00 ,1.83 
1111,怪物,oni,466,2.64 ,2.77 ,2.05 ,4.30 ,1.49 ,5.17 ,0.00 ,1.07 
1112,CITRUS,oni,297,1.71 ,2.15 ,2.81 ,0.63 ,0.01 ,0.00 ,2.88 ,3.19 
1113,なにやってもうまくいかない,oni,561,3.14 ,2.91 ,2.44 ,2.88 ,0.24 ,0.00 ,4.57 ,2.32 
1114,Shining Star,oni,369,1.38 ,1.40 ,0.90 ,2.36 ,0.29 ,2.37 ,0.00 ,0.14 
1115,新时代,oni,542,2.05 ,2.30 ,2.01 ,3.49 ,0.55 ,6.33 ,0.00 ,0.63 
1116,Mixed nuts,edit,600,8.57 ,8.94 ,9.11 ,8.34 ,4.68 ,9.86 ,11.24 ,8.49 
1116,Mixed nuts,oni,412,2.21 ,1.91 ,1.06 ,2.73 ,1.39 ,0.60 ,2.28 ,0.31 
1117,1?2?3,oni,436,1.89 ,2.28 ,2.30 ,3.02 ,1.17 ,7.62 ,0.40 ,0.54 
1118,HaneMari体操,oni,302,0.83 ,0.74 ,0.39 ,1.44 ,0.02 ,0.09 ,0.00 ,0.03 
1119,GOING TO LUNATEA,oni,562,4.18 ,3.92 ,3.42 ,3.15 ,0.30 ,0.00 ,6.47 ,3.34 
1120,R.I.P.Hero,edit,1316,13.69 ,13.54 ,13.43 ,14.63 ,13.23 ,14.73 ,12.89 ,11.11 
1120,R.I.P.Hero,oni,569,6.68 ,8.34 ,9.76 ,2.37 ,10.16 ,11.00 ,4.84 ,9.22 
1121,SUPERNOVA,edit,1103,12.25 ,11.81 ,11.49 ,12.88 ,11.47 ,12.62 ,12.13 ,9.98 
1121,SUPERNOVA,oni,937,10.86 ,10.88 ,12.34 ,10.97 ,11.49 ,14.70 ,9.85 ,8.74 
1122,狂澜怒涛,edit,1108,14.87 ,14.84 ,14.94 ,14.86 ,14.37 ,14.50 ,15.11 ,14.34 
1122,狂澜怒涛,oni,655,7.35 ,8.08 ,7.45 ,7.14 ,3.19 ,8.24 ,9.95 ,7.27 
1123,修錬愛情 Practice Love,oni,264,0.15 ,0.17 ,0.07 ,0.26 ,0.00 ,0.00 ,0.00 ,0.00 
1124,Savage Love,oni,272,1.83 ,2.04 ,2.41 ,1.11 ,0.00 ,0.00 ,2.95 ,2.68 
1125,DANCE MONKEY,oni,397,0.34 ,3.91 ,6.68 ,0.59 ,0.00 ,0.00 ,0.00 ,7.90 
1126,被比较的孩子,oni,469,2.76 ,4.29 ,6.29 ,1.40 ,0.02 ,0.10 ,4.54 ,7.28 
1127,Just Awake,oni,524,6.31 ,6.25 ,4.33 ,7.75 ,6.50 ,8.14 ,3.98 ,1.82 
1129,神龙 ～Shinryu～,edit,1365,15.07 ,15.00 ,15.02 ,15.16 ,14.46 ,14.50 ,15.30 ,13.62 
1129,神龙 ～Shinryu～,oni,973,11.72 ,11.18 ,12.30 ,11.59 ,10.37 ,14.03 ,12.86 ,10.30 
1130,SORA-IV BUMPA SONG,oni,555,1.83 ,2.26 ,2.32 ,1.34 ,0.04 ,7.58 ,2.86 ,0.79 
1131,LOVELY X,edit,662,5.07 ,5.48 ,5.04 ,5.82 ,0.68 ,4.57 ,6.47 ,5.09 
1131,LOVELY X,oni,509,1.43 ,1.68 ,2.08 ,2.45 ,0.06 ,0.01 ,0.24 ,2.34 
1132,每天都是Donderful,oni,595,2.07 ,2.49 ,3.17 ,2.27 ,0.34 ,0.03 ,2.72 ,3.58 
1133,Doppelgangers,edit,929,10.24 ,9.81 ,10.98 ,11.76 ,10.48 ,12.57 ,7.93 ,7.22 
1133,Doppelgangers,oni,634,3.17 ,3.30 ,2.52 ,4.86 ,1.92 ,7.04 ,1.56 ,0.99 
1134,Aleph-0,oni,579,9.48 ,10.40 ,10.88 ,7.16 ,10.62 ,11.58 ,10.13 ,10.80 
1135,Kawachi Ondo ~Fushidukushi~,oni,400,0.85 ,3.06 ,5.11 ,0.80 ,0.00 ,0.00 ,1.22 ,6.03 
1136,hololive ondo,oni,360,0.68 ,0.58 ,0.34 ,1.12 ,0.01 ,0.00 ,0.34 ,0.15 
1137,明明低贱如土却想要夺走只属於我的重要之物,oni,770,7.77 ,7.74 ,8.13 ,7.22 ,6.70 ,10.12 ,9.05 ,5.61 
1138,Ciki Ciki Bam Bam,oni,448,3.34 ,3.07 ,2.51 ,4.31 ,0.38 ,0.00 ,3.79 ,2.35 
1139,DARLING DANCE,oni,728,4.70 ,4.35 ,3.67 ,5.55 ,1.58 ,1.20 ,5.66 ,3.49 
1140,Scarlet Police on Ghetto Patrol 24PM,edit,879,10.73 ,10.34 ,10.17 ,10.11 ,10.33 ,10.76 ,11.51 ,7.42 
1140,Scarlet Police on Ghetto Patrol 24PM,oni,562,2.78 ,2.88 ,2.14 ,4.41 ,1.70 ,3.33 ,0.75 ,1.73 
1141,オドループ,oni,695,2.88 ,2.95 ,2.01 ,4.85 ,1.09 ,5.63 ,0.00 ,0.14 
1142,恋ゲバ,oni,393,2.63 ,2.98 ,5.70 ,2.73 ,2.42 ,8.78 ,2.67 ,1.34 
1143,ALIVE,oni,391,1.96 ,2.32 ,2.24 ,3.26 ,0.88 ,7.50 ,0.00 ,0.41 
1144,Roppon no Bara to Sai no Uta,edit,1177,11.43 ,11.11 ,11.30 ,12.22 ,11.05 ,12.10 ,10.76 ,9.46 
1144,Roppon no Bara to Sai no Uta,oni,508,0.98 ,2.00 ,4.89 ,1.67 ,0.02 ,8.52 ,0.21 ,1.63 
1145,LΔchesis,edit,1024,13.34 ,13.07 ,13.20 ,14.05 ,12.25 ,14.54 ,13.42 ,13.35 
1145,LΔchesis,oni,654,8.98 ,8.66 ,5.77 ,7.81 ,10.30 ,7.97 ,8.48 ,3.79 
1146,Hater,edit,819,12.47 ,11.91 ,11.67 ,12.30 ,11.72 ,11.95 ,13.12 ,10.93 
1146,Hater,oni,555,7.34 ,8.00 ,8.62 ,5.02 ,7.88 ,9.83 ,8.52 ,7.62 
1147,Illusion Flare,oni,766,11.97 ,11.05 ,11.75 ,11.40 ,10.40 ,12.75 ,13.66 ,10.84 
1148,Habit,edit,656,6.21 ,5.57 ,4.18 ,5.31 ,0.18 ,0.00 ,9.27 ,3.62 
1148,Habit,oni,384,0.72 ,0.63 ,0.41 ,1.22 ,0.04 ,0.00 ,0.19 ,0.28 
1149,phony,edit,921,7.36 ,7.30 ,7.09 ,8.86 ,7.05 ,9.61 ,5.70 ,2.74 
1149,phony,oni,574,1.46 ,1.73 ,1.67 ,2.48 ,0.40 ,5.17 ,0.00 ,0.77 
1150,残响散歌,oni,436,1.89 ,2.08 ,1.75 ,3.21 ,0.54 ,5.40 ,0.00 ,0.56 
1151,Trust?Last,oni,285,0.51 ,0.83 ,1.03 ,0.88 ,0.03 ,3.68 ,0.00 ,0.20 
1152,Smile & Go!!,oni,494,3.28 ,3.19 ,2.29 ,4.82 ,2.01 ,2.83 ,2.16 ,1.82 
1153,Homenobi,oni,294,0.13 ,2.40 ,4.11 ,0.22 ,0.00 ,0.00 ,0.00 ,4.86 
1154,六华之舞,oni,708,9.86 ,10.44 ,10.64 ,6.78 ,10.26 ,11.06 ,11.71 ,10.70 
1155,美国巡逻兵,oni,415,3.52 ,5.13 ,7.32 ,1.84 ,0.03 ,0.00 ,5.77 ,8.45 
1156,NAKED GLOW,oni,823,6.77 ,7.26 ,8.19 ,4.60 ,0.38 ,0.01 ,10.71 ,8.96 
1157,Linda今天也是状态绝佳,edit,594,3.58 ,3.67 ,2.64 ,5.75 ,2.00 ,7.06 ,0.90 ,0.98 
1157,Linda今天也是状态绝佳,oni,444,1.74 ,1.99 ,1.83 ,2.86 ,0.61 ,6.10 ,0.64 ,0.25 
1158,诗讴兔摇荡兔,oni,680,5.55 ,6.54 ,8.12 ,5.60 ,3.00 ,9.92 ,7.14 ,6.63 
1159,SURIKEN RUNNER,oni,678,7.65 ,7.53 ,5.38 ,8.34 ,8.05 ,7.80 ,6.25 ,4.08 
1160,闪光VALKYRJA,oni,615,7.23 ,7.16 ,6.87 ,6.96 ,9.37 ,9.25 ,4.33 ,2.80 
1161,Ahoy!! We are Houshou Pirates,oni,428,1.61 ,1.97 ,2.03 ,2.63 ,0.44 ,5.17 ,0.74 ,1.52 
1162,NENENENENENENENE!DAIBAKUSOU,oni,451,2.09 ,2.48 ,2.41 ,3.54 ,0.59 ,5.17 ,0.06 ,2.04 
1163,白日梦，溶入雾雨中,oni,690,6.39 ,6.41 ,7.03 ,4.96 ,7.76 ,9.10 ,6.02 ,4.41 
1164,Unchained girl!,oni,725,6.67 ,6.37 ,5.83 ,5.22 ,2.35 ,1.68 ,9.96 ,5.83 
1165,Space-Time Emergency,oni,558,8.18 ,8.62 ,9.21 ,6.32 ,3.04 ,5.54 ,12.22 ,9.79 
1166,RAINBOW★SKY,oni,768,10.20 ,9.46 ,6.64 ,10.54 ,10.22 ,7.79 ,9.64 ,4.91 
1167,Jun Bride,oni,539,1.89 ,2.01 ,1.62 ,3.14 ,0.67 ,4.70 ,0.53 ,0.63 
1168,オーバード,edit,733,8.49 ,8.37 ,11.61 ,8.16 ,3.59 ,14.60 ,11.58 ,13.41 
1168,オーバード,oni,441,1.30 ,2.23 ,3.37 ,2.09 ,0.15 ,0.00 ,0.80 ,3.92 
1169,IrohaStep!,oni,536,1.53 ,1.61 ,1.30 ,2.34 ,0.57 ,1.90 ,1.04 ,1.15 
1170,YELL EX MACHINA!,oni,765,8.30 ,7.80 ,4.49 ,8.54 ,8.88 ,6.68 ,7.24 ,1.84 
1171,共奏鼓祭,edit,870,11.88 ,11.83 ,11.67 ,11.32 ,12.23 ,14.86 ,11.84 ,8.72 
1171,共奏鼓祭,oni,647,6.14 ,6.44 ,7.62 ,5.43 ,3.98 ,9.83 ,8.16 ,5.05 
1172,Destination 2F29,oni,995,13.37 ,13.46 ,14.11 ,13.25 ,13.19 ,15.25 ,13.44 ,15.46 
1173,AKIBA 20XX,oni,819,11.88 ,10.59 ,10.18 ,12.32 ,11.12 ,9.25 ,11.95 ,8.16 
1174,爆裂Thaumazein (Prod. ChibaNyan),oni,827,5.47 ,5.48 ,4.96 ,6.13 ,6.88 ,8.44 ,1.96 ,1.01 
1175,"IAM (feat. Shogo, Tsubasa)",oni,591,3.15 ,2.76 ,1.84 ,2.70 ,0.07 ,0.03 ,4.70 ,1.34 
1176,Crush (Prod. SHOW),oni,502,2.22 ,2.27 ,2.38 ,2.96 ,0.11 ,0.00 ,2.42 ,2.54 
1177,good night baby (feat. Moe Shop),oni,405,1.10 ,1.36 ,1.77 ,1.75 ,0.10 ,0.00 ,0.72 ,2.00 
1178,Watashino Ichiban Kawaii Tokoro,oni,357,2.57 ,3.14 ,4.05 ,1.48 ,0.07 ,0.00 ,4.16 ,4.59 
1179,Harudion,oni,479,2.88 ,2.54 ,1.52 ,4.50 ,1.17 ,1.31 ,1.72 ,0.78 
1180,闪光,oni,644,7.69 ,7.63 ,7.51 ,5.39 ,10.04 ,9.13 ,6.73 ,5.40 
1181,奇想天外ふしぎをどうぞ,oni,231,2.17 ,2.45 ,2.94 ,1.56 ,0.06 ,0.03 ,3.40 ,3.27 
1182,喜欢是不需要理由的！,oni,604,5.47 ,5.40 ,5.34 ,6.47 ,4.24 ,4.03 ,5.38 ,5.42 
1183,Drawing☆Dream!,oni,532,3.75 ,4.20 ,4.98 ,2.50 ,0.15 ,0.10 ,5.95 ,5.52 
1184,Donchan Shitai!,oni,768,8.60 ,8.43 ,6.26 ,9.15 ,10.26 ,8.49 ,5.51 ,3.27 
1185,鼓立青春学园校歌,oni,613,9.03 ,10.55 ,12.41 ,9.77 ,12.10 ,14.60 ,0.00 ,9.66 
1186,Bukan Cinta Biasa,oni,321,0.28 ,0.26 ,0.14 ,0.48 ,0.00 ,0.00 ,0.00 ,0.05 
1187,爱你,oni,192,0.29 ,0.31 ,0.25 ,0.51 ,0.00 ,0.00 ,0.00 ,0.25 
1188,逆战,oni,337,1.06 ,1.04 ,0.49 ,1.83 ,0.06 ,0.00 ,0.00 ,0.00 
1190, 'O sole mio,oni,381,4.36 ,4.89 ,7.02 ,3.30 ,2.56 ,9.54 ,6.25 ,4.10 
1191,祝福,oni,505,4.08 ,4.03 ,2.33 ,6.24 ,3.20 ,5.17 ,0.28 ,0.18 
1192,Tokyo Shandy Rendezvous,oni,490,5.83 ,6.37 ,7.36 ,4.08 ,0.43 ,0.06 ,9.16 ,8.11 
1193,OTONABLUE,oni,446,4.56 ,5.15 ,6.16 ,2.33 ,0.13 ,0.00 ,7.49 ,6.86 
1194,我最强,oni,435,2.81 ,3.31 ,3.99 ,3.82 ,1.33 ,8.20 ,2.64 ,2.55 
1195,ひろがるスカイ！プリキュア ～Hero Girls～,oni,319,1.18 ,1.79 ,2.24 ,1.85 ,0.27 ,7.73 ,0.80 ,0.41 
1196,La MORENA KUMONAI,edit,1119,12.82 ,12.49 ,13.83 ,11.72 ,11.74 ,14.50 ,14.55 ,15.50 
1196,La MORENA KUMONAI,oni,613,3.55 ,6.24 ,9.48 ,2.43 ,0.49 ,0.76 ,5.60 ,11.04 
1197,Re：End of a Dream,edit,999,11.67 ,11.64 ,11.75 ,11.35 ,11.60 ,14.58 ,11.84 ,10.32 
1197,Re：End of a Dream,oni,602,3.34 ,4.79 ,7.31 ,3.73 ,1.03 ,9.32 ,4.25 ,5.73 
1198,Brain Power,oni,708,8.97 ,8.41 ,5.70 ,9.29 ,8.32 ,7.12 ,9.11 ,4.06 
1199,Subtitle,oni,279,0.64 ,0.60 ,0.54 ,0.48 ,0.00 ,0.00 ,0.99 ,0.54 
1200,Zenryoku King,oni,305,2.48 ,2.32 ,1.51 ,2.05 ,0.03 ,1.49 ,3.75 ,1.08 
1201,全力咚咚咚咚咚！,edit,889,11.76 ,10.46 ,9.60 ,13.07 ,10.95 ,9.03 ,10.93 ,4.46 
1201,全力咚咚咚咚咚！,oni,329,1.40 ,2.22 ,5.42 ,1.43 ,0.77 ,8.67 ,1.79 ,1.74 
1202,我们是无敌的多贡团,oni,540,2.34 ,2.03 ,1.25 ,4.01 ,0.47 ,0.18 ,0.00 ,0.76 
1203,朦胧的净化,oni,433,1.42 ,1.58 ,1.86 ,1.31 ,0.02 ,0.00 ,2.07 ,2.06 
1204,Back to Life,oni,275,1.25 ,1.16 ,0.96 ,1.34 ,0.01 ,0.00 ,1.69 ,0.91 
1205,GO ON YA WAY(feat. 超学生),oni,447,2.95 ,2.63 ,1.90 ,3.81 ,1.02 ,0.60 ,3.19 ,1.57 
1206,Crystal Hail,oni,817,9.26 ,8.90 ,9.84 ,8.06 ,4.03 ,9.97 ,13.15 ,9.89 
1207,"AtoZ,I leave toZ",oni,759,7.45 ,7.31 ,4.52 ,7.49 ,9.59 ,8.08 ,4.02 ,1.61 
1208,NAGOYABAYASHI,oni,558,0.36 ,1.10 ,1.59 ,0.62 ,0.00 ,5.48 ,0.00 ,0.71 
1209,IDOL,oni,540,5.44 ,5.09 ,2.75 ,7.24 ,5.29 ,4.23 ,2.69 ,0.13 
1210,DOKIMEKI DIARY,edit,636,8.04 ,7.86 ,4.62 ,10.03 ,9.08 ,7.87 ,2.94 ,1.92 
1210,DOKIMEKI DIARY,oni,457,2.44 ,2.72 ,2.53 ,3.90 ,0.66 ,7.79 ,1.41 ,0.64 
1211,不知醉,oni,483,1.70 ,5.37 ,8.84 ,1.75 ,0.07 ,1.04 ,2.34 ,10.41 
1212,Rat A Tat!!!,edit,567,8.19 ,8.02 ,5.01 ,8.28 ,10.05 ,8.20 ,5.43 ,1.71 
1212,Rat A Tat!!!,oni,251,0.53 ,1.56 ,3.21 ,0.48 ,0.25 ,8.20 ,0.73 ,0.57 
1213,Surges,edit,768,9.63 ,8.76 ,9.79 ,9.05 ,2.69 ,8.97 ,13.62 ,10.57 
1213,Surges,oni,523,6.00 ,7.56 ,9.98 ,2.24 ,0.54 ,0.85 ,10.06 ,11.34 
1214,GORI × GORI × SafaRI,edit,1054,12.69 ,12.33 ,12.95 ,12.33 ,11.44 ,13.26 ,13.95 ,15.00 
1214,GORI × GORI × SafaRI,oni,606,4.32 ,5.07 ,5.51 ,6.05 ,2.95 ,8.08 ,3.17 ,5.30 
1215,Nosferatu,edit,1353,13.83 ,13.52 ,13.43 ,14.16 ,13.15 ,15.50 ,13.91 ,10.42 
1215,Nosferatu,oni,876,10.36 ,9.75 ,9.26 ,9.58 ,10.15 ,8.67 ,11.11 ,8.25 
1216,CUT! into the FUTURE,edit,1338,14.30 ,14.19 ,14.06 ,14.80 ,13.43 ,15.15 ,14.37 ,11.38 
1216,CUT! into the FUTURE,oni,989,11.44 ,11.36 ,11.33 ,10.17 ,11.88 ,10.77 ,11.97 ,11.12 
1217,Chu，多样性。,oni,468,2.53 ,2.33 ,1.81 ,3.74 ,0.96 ,1.20 ,2.02 ,1.59 
1218,绊之奇迹,edit,599,5.99 ,5.76 ,3.19 ,7.67 ,6.33 ,5.17 ,2.75 ,0.98 
1218,绊之奇迹,oni,281,0.33 ,1.06 ,1.54 ,0.56 ,0.07 ,5.17 ,0.00 ,0.77 
1219,うまぴょい伝説,edit,825,6.83 ,6.36 ,3.58 ,8.70 ,7.21 ,5.20 ,3.28 ,1.20 
1219,うまぴょい伝説,oni,557,2.09 ,2.21 ,1.72 ,3.45 ,0.91 ,5.17 ,0.51 ,0.43 
1220,Destr0yer,edit,804,11.01 ,10.69 ,11.38 ,11.54 ,11.75 ,12.75 ,9.39 ,5.03 
1220,Destr0yer,oni,405,0.68 ,0.61 ,0.33 ,1.17 ,0.01 ,0.00 ,0.00 ,0.12 
1225,太鼓侍,edit,641,4.15 ,6.94 ,8.81 ,4.23 ,0.60 ,7.61 ,5.73 ,9.90 
1225,太鼓侍,oni,581,3.14 ,4.42 ,6.19 ,3.88 ,0.43 ,0.02 ,3.74 ,7.12 
1226,敬启，我在学校...,edit,716,5.41 ,5.11 ,4.10 ,5.44 ,0.69 ,2.55 ,7.54 ,3.78 
1226,敬启，我在学校...,oni,443,1.09 ,2.54 ,4.08 ,1.80 ,0.12 ,0.01 ,0.54 ,4.79 
1227,23点54分，通往阳光旅途的前奏,edit,1423,15.05 ,15.17 ,15.09 ,15.24 ,15.50 ,14.51 ,14.09 ,11.89 
1227,23点54分，通往阳光旅途的前奏,oni,987,12.61 ,12.74 ,12.84 ,11.77 ,12.97 ,14.50 ,12.83 ,12.34 
1228,Kyoufuu Ooru Bakku ( feat. Kaai Yuki ),oni,571,1.41 ,1.65 ,2.05 ,2.07 ,0.07 ,0.01 ,1.27 ,2.30 
1229,Chronomia,oni,969,12.43 ,11.52 ,10.67 ,12.74 ,11.78 ,11.04 ,12.54 ,7.27 
1230,Tsubasa Gravity,oni,328,1.30 ,1.44 ,1.22 ,2.19 ,0.46 ,3.53 ,0.00 ,0.58 
1231,RHYTHM CONNECT,oni,645,3.87 ,4.06 ,4.45 ,2.59 ,0.14 ,0.00 ,6.13 ,4.82 
1232,Fallen Angel,oni,845,9.06 ,8.04 ,4.43 ,11.13 ,7.20 ,4.70 ,8.24 ,0.94 
1233,第零感,oni,423,1.65 ,2.27 ,3.10 ,2.66 ,0.17 ,0.60 ,0.99 ,3.55 
1234,Rabbit Hole,oni,916,7.14 ,6.74 ,3.72 ,9.86 ,5.54 ,5.87 ,4.79 ,0.89 
1235,Unwelcome School (MRM REMIX),edit,1244,12.64 ,11.98 ,11.59 ,14.08 ,11.45 ,13.62 ,12.02 ,5.12 
1235,Unwelcome School (MRM REMIX),oni,985,8.43 ,8.25 ,5.77 ,9.91 ,8.46 ,8.08 ,6.38 ,4.09 
1236,!!!琪露诺的完美算术时间!!!,oni,999,13.98 ,13.92 ,14.11 ,13.96 ,13.66 ,15.00 ,14.08 ,13.24 
1237,Mood Swing,edit,962,12.65 ,11.92 ,12.32 ,12.40 ,10.69 ,13.31 ,14.35 ,13.19 
1237,Mood Swing,oni,552,1.85 ,4.20 ,6.40 ,3.18 ,0.16 ,2.59 ,0.00 ,7.46 
1240,勇者,edit,657,10.65 ,10.05 ,9.53 ,9.75 ,10.89 ,9.13 ,11.07 ,5.99 
1240,勇者,oni,362,3.41 ,4.03 ,6.60 ,2.33 ,2.45 ,9.13 ,4.80 ,3.76 
1241,青之居所,oni,460,3.65 ,3.28 ,2.48 ,4.30 ,1.28 ,1.00 ,4.40 ,2.14 
1242,Cotton Candy E-I-E-I-O-!,oni,695,5.26 ,5.12 ,3.68 ,6.72 ,3.88 ,4.70 ,4.67 ,2.92 
1243,Hitorigotsu -Band Ver.-,oni,172,0.04 ,0.64 ,1.06 ,0.06 ,0.00 ,0.00 ,0.00 ,1.25 
1244,CHEMY×STORY,oni,326,1.00 ,0.85 ,0.48 ,1.45 ,0.01 ,0.00 ,0.91 ,0.16 
1245,女神的世界 I,oni,632,5.93 ,6.81 ,7.51 ,5.30 ,2.68 ,5.14 ,8.29 ,8.12 
1246,DESsERT de 烧肉（萨哈拉篇）,oni,759,6.98 ,8.23 ,8.05 ,5.37 ,0.49 ,7.92 ,10.74 ,8.38 
1247,单色的理想乡,oni,682,10.68 ,10.58 ,11.39 ,9.60 ,10.01 ,12.54 ,12.06 ,11.11 
1248,大勇者TATSUDON ~最强MyBachi传说~,oni,487,3.34 ,6.75 ,9.19 ,1.73 ,1.54 ,7.53 ,5.27 ,10.45 
1249,尽头的魔法使,edit,1167,13.86 ,13.36 ,13.24 ,13.79 ,13.00 ,14.68 ,14.48 ,12.36 
1249,尽头的魔法使,oni,809,8.59 ,8.45 ,7.92 ,7.09 ,7.87 ,9.52 ,10.32 ,5.64 
1250,Rocket mode,oni,698,7.36 ,7.25 ,5.27 ,7.23 ,8.47 ,8.11 ,6.04 ,3.64 
1251,Licht,edit,645,8.72 ,9.26 ,9.53 ,8.61 ,5.57 ,9.32 ,10.97 ,9.98 
1251,Licht,oni,403,1.28 ,2.95 ,4.10 ,2.19 ,0.28 ,4.27 ,0.00 ,4.60 
1252,Neon Sign,oni,392,1.85 ,2.93 ,4.31 ,2.13 ,0.04 ,0.00 ,2.36 ,5.00 
1254,Nameless Story,oni,446,3.46 ,3.80 ,4.80 ,4.06 ,2.18 ,8.38 ,3.78 ,2.84 
1255,电脑幻夜之星言咏唱,oni,901,12.93 ,12.47 ,12.51 ,12.70 ,12.00 ,14.86 ,13.79 ,11.08 
1256,转生<TENSEI> -喜与志等待的强者-,edit,999,12.86 ,11.84 ,11.46 ,13.43 ,11.24 ,13.80 ,13.55 ,7.66 
1256,转生<TENSEI> -喜与志等待的强者-,oni,611,6.00 ,6.03 ,6.50 ,4.98 ,7.05 ,8.67 ,5.67 ,4.41 
1257,浓红,oni,950,10.53 ,10.08 ,10.35 ,7.99 ,11.49 ,9.83 ,11.53 ,7.77 
1258,Fly away(にじさんじ),oni,579,3.83 ,4.01 ,5.68 ,4.95 ,2.57 ,8.67 ,3.52 ,2.26 
1259,FAMIRES WARS,oni,723,5.03 ,6.78 ,8.52 ,4.99 ,5.01 ,8.08 ,4.99 ,9.39 
1260,CYBERgenicALICE(にじさんじ),oni,645,9.68 ,9.35 ,9.95 ,10.99 ,10.90 ,13.18 ,6.15 ,4.43 
1261,Marionette Pure,oni,619,6.98 ,7.89 ,7.52 ,6.84 ,1.33 ,8.49 ,9.79 ,7.12 
1262,Phoenix(にじさんじ),oni,555,3.39 ,3.36 ,2.01 ,5.37 ,2.27 ,4.70 ,0.00 ,0.21 
1263,不如就这样继续下去,oni,765,9.35 ,8.92 ,5.76 ,9.84 ,10.39 ,8.08 ,7.38 ,3.18 
1264,Hater,edit,819,12.47 ,11.91 ,11.67 ,12.30 ,11.72 ,11.95 ,13.12 ,10.93 
1264,Hater,oni,555,7.34 ,8.00 ,8.62 ,5.02 ,7.88 ,9.83 ,8.52 ,7.62 
1265,Angel Dream,edit,906,6.98 ,6.84 ,3.80 ,9.22 ,7.23 ,7.50 ,2.63 ,0.18 
1265,Angel Dream,oni,765,5.16 ,5.14 ,3.25 ,7.25 ,5.02 ,7.50 ,1.09 ,1.07 
1266,我是合成器,oni,612,2.27 ,7.12 ,10.00 ,2.46 ,0.15 ,4.00 ,3.03 ,13.31 
