id,title,difficulty,totalNotes,sub_constant_1,main_constant,sub_constant_2,stamina,handspeed,burst,complex,rhythm
651,合唱庆节！,oni,673,6.02 ,5.21 ,2.90 ,5.61 ,4.08 ,1.90 ,7.71 ,0.80 
652,曙光,edit,614,5.78 ,6.01 ,6.48 ,4.45 ,0.28 ,0.00 ,8.90 ,6.99 
652,曙光,oni,527,2.00 ,1.70 ,0.93 ,3.38 ,0.14 ,0.00 ,0.67 ,0.16 
653,战国三弦,oni,678,5.34 ,4.56 ,2.57 ,6.47 ,0.99 ,0.14 ,6.44 ,0.89 
654,GERMINATION,oni,616,1.95 ,2.63 ,3.75 ,2.41 ,0.61 ,8.21 ,2.25 ,2.13 
660,Alien Alien,oni,746,3.62 ,4.17 ,6.51 ,5.59 ,1.70 ,9.13 ,2.19 ,3.33 
661,スーパードラゴンボールヒーローズ テーマソング,oni,343,1.74 ,2.28 ,2.55 ,2.05 ,0.78 ,7.03 ,2.04 ,1.81 
662,HIKARINOKANATAE,oni,797,8.34 ,7.66 ,6.30 ,8.62 ,2.19 ,0.23 ,11.28 ,5.92 
663,风云！鼓棒老师,edit,694,8.71 ,8.90 ,10.48 ,7.18 ,4.64 ,8.42 ,12.33 ,11.73 
663,风云！鼓棒老师,oni,476,3.15 ,4.54 ,6.44 ,2.94 ,0.51 ,0.00 ,4.52 ,7.43 
664,咚子的第一次约会,edit,808,6.26 ,6.20 ,4.30 ,8.74 ,4.58 ,8.08 ,4.33 ,2.13 
664,咚子的第一次约会,oni,427,0.65 ,0.61 ,0.54 ,1.10 ,0.00 ,0.00 ,0.21 ,0.53 
666,Hikariare,oni,639,8.04 ,7.71 ,4.18 ,10.03 ,8.68 ,7.03 ,3.94 ,0.58 
668,ペンパイナッポーアッポーペン（PPAP）,oni,156,0.22 ,0.58 ,0.88 ,0.37 ,0.04 ,0.03 ,0.00 ,1.04 
670,ファミコンメドレー,oni,690,6.56 ,6.53 ,6.25 ,4.38 ,8.79 ,8.67 ,5.59 ,3.24 
671,Tulip,edit,677,6.14 ,6.11 ,6.11 ,5.33 ,1.39 ,1.45 ,9.02 ,6.39 
671,Tulip,oni,410,0.61 ,1.24 ,1.68 ,1.05 ,0.03 ,1.43 ,0.00 ,1.90 
672,S(mile)ING!,oni,515,1.20 ,1.70 ,1.97 ,1.99 ,0.57 ,7.03 ,0.00 ,0.19 
673,No Gravity,oni,674,12.12 ,10.18 ,9.41 ,11.54 ,10.07 ,9.42 ,14.18 ,3.77 
675,Never say never,oni,675,3.48 ,3.10 ,1.69 ,4.57 ,2.74 ,1.90 ,2.73 ,0.20 
676,TOKIMEKIエスカレート,edit,667,8.04 ,6.84 ,3.72 ,8.26 ,1.35 ,0.49 ,11.03 ,0.47 
676,TOKIMEKIエスカレート,oni,437,1.06 ,0.91 ,0.49 ,1.81 ,0.16 ,0.05 ,0.00 ,0.02 
677,恭喜毕业典礼?2BAN,oni,792,11.52 ,11.10 ,11.37 ,12.40 ,10.92 ,12.97 ,10.96 ,6.59 
678,恋,oni,332,1.55 ,2.19 ,2.62 ,2.19 ,1.26 ,2.37 ,0.85 ,2.89 
680,元祖！天才琪露诺☆,oni,859,9.60 ,9.30 ,8.41 ,10.32 ,10.01 ,8.67 ,8.14 ,7.83 
681,琪露诺的完美算术教室⑨周年版本,edit,909,11.93 ,11.27 ,12.38 ,12.06 ,10.44 ,15.05 ,12.93 ,5.69 
681,琪露诺的完美算术教室⑨周年版本,oni,751,7.98 ,7.85 ,6.03 ,8.88 ,7.47 ,8.30 ,7.33 ,4.28 
684,Foo Foo Cassette,oni,810,7.27 ,7.07 ,5.84 ,9.09 ,6.75 ,6.48 ,5.35 ,5.28 
685,HARDCOREノ心得,oni,885,11.46 ,10.95 ,12.45 ,8.21 ,11.26 ,14.60 ,13.98 ,10.06 
686,R.I.,oni,925,10.29 ,9.71 ,8.99 ,11.54 ,10.40 ,8.98 ,8.52 ,4.42 
687,KOKUSHIN CHRONICLE,oni,567,1.68 ,2.87 ,4.30 ,1.74 ,0.11 ,0.62 ,2.31 ,5.00 
688,星尘与利尼亚与我,oni,707,4.73 ,4.82 ,4.31 ,5.31 ,5.28 ,8.01 ,3.20 ,3.29 
689,Go Go - Kitchen,edit,940,10.96 ,10.16 ,9.38 ,11.39 ,10.72 ,9.02 ,10.55 ,5.69 
689,Go Go - Kitchen,oni,558,2.42 ,2.89 ,5.94 ,3.93 ,0.10 ,8.97 ,1.40 ,1.11 
693,誘惑,oni,569,2.40 ,2.87 ,2.85 ,3.59 ,2.02 ,7.67 ,0.36 ,1.86 
694,HOWEVER,oni,304,0.19 ,2.54 ,4.34 ,0.25 ,0.00 ,0.00 ,0.20 ,5.14 
695,敬启我的分身,oni,901,9.91 ,9.23 ,5.60 ,11.59 ,10.05 ,8.02 ,7.45 ,2.56 
697,極圏,oni,944,12.71 ,10.91 ,10.32 ,13.76 ,11.24 ,9.56 ,12.78 ,6.38 
698,怒槌,oni,1194,12.07 ,10.74 ,9.72 ,14.21 ,10.93 ,9.31 ,10.50 ,3.95 
699,Scarlet Lance,oni,1000,12.55 ,11.40 ,11.87 ,12.93 ,10.64 ,13.19 ,13.67 ,8.89 
700,Taiko Drum Monster,edit,1044,12.90 ,12.41 ,12.88 ,12.67 ,11.13 ,13.02 ,14.44 ,14.75 
700,Taiko Drum Monster,oni,850,11.23 ,10.71 ,12.07 ,9.54 ,10.80 ,9.87 ,12.90 ,14.86 
701,连结！推展！打上天！,oni,776,4.71 ,4.72 ,3.32 ,6.15 ,2.43 ,7.16 ,4.71 ,1.94 
702,拥有手中庭园的少女,oni,827,12.94 ,12.23 ,12.43 ,12.08 ,11.92 ,14.60 ,14.43 ,11.72 
703,小麦粉☆,oni,576,4.11 ,3.85 ,2.99 ,4.53 ,2.94 ,3.05 ,4.56 ,2.56 
704,大打音,oni,620,5.97 ,6.13 ,6.50 ,4.36 ,0.62 ,0.01 ,9.28 ,6.97 
705,Future Labo,oni,672,4.01 ,3.70 ,1.99 ,5.97 ,2.94 ,2.83 ,1.82 ,0.06 
706,恋はみずいろ,oni,350,2.35 ,2.15 ,1.15 ,3.68 ,0.55 ,1.43 ,1.57 ,0.12 
707,Brand New Theater!,oni,734,5.73 ,5.65 ,3.20 ,6.39 ,7.48 ,6.80 ,0.77 ,0.08 
709,Reason!!,oni,405,1.82 ,2.27 ,2.97 ,2.63 ,1.35 ,8.08 ,1.03 ,0.98 
711,見たこともない景色,edit,579,3.87 ,3.96 ,2.72 ,6.28 ,2.19 ,7.56 ,0.42 ,0.25 
711,見たこともない景色,oni,329,0.71 ,1.50 ,2.08 ,1.14 ,0.41 ,7.56 ,0.08 ,0.06 
713,SHOGYO MUJO,oni,765,10.01 ,8.93 ,9.20 ,8.82 ,3.86 ,9.24 ,14.29 ,8.91 
714,OK I'm blue rat,oni,816,8.07 ,8.66 ,10.48 ,6.95 ,1.96 ,8.20 ,11.87 ,12.72 
715,Blessed Bouquet Buskers,oni,868,10.47 ,9.66 ,8.68 ,10.92 ,10.37 ,8.05 ,9.91 ,4.06 
716,KAHATAREDOKI NO YUUWAKU,edit,916,12.25 ,12.23 ,12.76 ,12.74 ,11.88 ,14.79 ,11.89 ,12.55 
716,KAHATAREDOKI NO YUUWAKU,oni,553,4.86 ,5.90 ,7.82 ,4.61 ,3.24 ,9.60 ,6.19 ,6.45 
717,SAMURAI ROCKET,edit,888,8.08 ,7.61 ,6.74 ,6.58 ,0.94 ,0.02 ,12.22 ,6.65 
717,SAMURAI ROCKET,oni,765,4.93 ,5.52 ,6.54 ,5.12 ,0.22 ,0.02 ,6.77 ,7.26 
719,SORA-VII Cygnus Wall,oni,839,8.42 ,9.25 ,10.89 ,6.83 ,9.07 ,12.69 ,9.00 ,9.53 
720,哀 want U,oni,949,11.44 ,11.33 ,11.60 ,11.45 ,11.08 ,12.23 ,11.57 ,11.47 
721,DANGAN NOTES,edit,1167,14.71 ,14.83 ,15.13 ,15.02 ,14.34 ,15.50 ,14.50 ,12.33 
721,DANGAN NOTES,oni,923,11.97 ,10.80 ,10.43 ,13.25 ,11.37 ,9.27 ,10.93 ,8.87 
722,AI TO JOUZAI NO MORI,oni,832,10.49 ,10.14 ,9.99 ,9.51 ,10.02 ,9.57 ,11.65 ,10.27 
723,神秘梅杰德的哀傷憂鬱,oni,818,12.82 ,11.96 ,11.23 ,13.00 ,11.55 ,14.60 ,13.59 ,5.87 
724,预～备砰！,oni,777,9.48 ,9.11 ,6.49 ,8.88 ,10.64 ,8.32 ,8.62 ,3.57 
725,零 -ZERO-,oni,498,2.29 ,3.28 ,8.00 ,3.61 ,1.56 ,11.86 ,0.00 ,2.22 
726,告別輓歌,oni,496,2.28 ,2.56 ,2.77 ,3.26 ,0.80 ,1.67 ,2.04 ,2.98 
727,ASUNO YOZORA SHOKAIHAN,oni,719,7.19 ,7.06 ,4.04 ,8.94 ,7.26 ,7.79 ,4.53 ,0.93 
728,太阳系DISCO,oni,633,2.21 ,1.97 ,1.38 ,3.76 ,0.51 ,0.60 ,0.00 ,1.09 
730,HIBANA,edit,1037,10.71 ,9.89 ,9.09 ,11.83 ,10.75 ,8.67 ,9.18 ,4.00 
730,HIBANA,oni,669,4.44 ,4.56 ,5.85 ,4.94 ,4.75 ,8.67 ,3.37 ,2.76 
732,彩虹,oni,327,0.52 ,0.48 ,0.26 ,0.90 ,0.02 ,0.00 ,0.00 ,0.12 
733,JOIN US,oni,420,0.73 ,1.23 ,1.85 ,1.26 ,0.07 ,0.01 ,0.00 ,2.15 
734,スーパーD&D ～完全にリードしてアイマイミー～,oni,1000,10.77 ,9.75 ,8.49 ,11.36 ,10.01 ,8.17 ,10.72 ,1.19 
735,D絶対！SAMURAIインザレイン,edit,1000,12.30 ,11.64 ,10.85 ,12.58 ,11.84 ,11.26 ,12.24 ,7.99 
735,D絶対！SAMURAIインザレイン,oni,669,5.11 ,5.81 ,7.71 ,4.52 ,3.53 ,9.83 ,6.67 ,5.67 
736,好想用别人的钱吃烤肉！,edit,829,10.97 ,10.72 ,11.00 ,8.55 ,11.14 ,9.95 ,12.62 ,11.87 
736,好想用别人的钱吃烤肉！,oni,498,1.23 ,1.13 ,0.78 ,1.82 ,0.17 ,0.38 ,1.07 ,0.63 
737,TOYMATIC☆PARADE!!,oni,851,12.14 ,11.26 ,11.91 ,11.04 ,11.09 ,13.22 ,13.85 ,9.75 
738,小步舞曲,oni,529,7.04 ,8.41 ,8.60 ,4.51 ,2.39 ,8.38 ,10.99 ,9.11 
739,KARMA（Tatsujin Mix）,oni,876,8.57 ,7.71 ,5.90 ,8.50 ,2.10 ,1.10 ,11.89 ,5.18 
740,Where is the Target?,oni,546,6.01 ,6.48 ,8.06 ,3.90 ,3.81 ,10.41 ,8.79 ,5.50 
741,摇摇?晃晃?,edit,665,8.50 ,8.36 ,7.33 ,5.99 ,1.66 ,5.54 ,13.25 ,7.12 
741,摇摇?晃晃?,oni,386,0.99 ,3.83 ,6.41 ,1.19 ,0.01 ,0.00 ,1.22 ,7.57 
742,NUMUSIKA ac.10,oni,631,5.35 ,4.93 ,4.08 ,5.07 ,1.58 ,0.09 ,7.53 ,3.84 
745,小狗波奇,oni,877,13.01 ,11.95 ,12.13 ,13.19 ,11.21 ,11.18 ,14.22 ,12.96 
746,Magical Parfait,oni,652,7.90 ,8.69 ,8.03 ,6.33 ,1.27 ,8.37 ,11.97 ,7.95 
747,伊卡洛斯不要走,oni,666,9.40 ,9.02 ,6.23 ,10.73 ,7.71 ,8.41 ,9.33 ,3.24 
748,Behemoth,oni,999,13.52 ,12.52 ,12.65 ,14.31 ,11.34 ,13.66 ,14.44 ,11.11 
749,MAOU NO SHOWTIME,oni,888,8.75 ,8.58 ,7.10 ,9.11 ,10.26 ,9.46 ,6.21 ,1.78 
750,CYBERgenicALICE,oni,645,9.68 ,9.35 ,9.95 ,10.99 ,10.90 ,13.18 ,6.15 ,4.43 
751,SHINING☆ABRACADABRA,oni,666,8.47 ,8.46 ,7.59 ,7.78 ,3.80 ,9.11 ,11.74 ,5.37 
753,Count Down,oni,593,4.54 ,4.62 ,4.39 ,4.59 ,5.57 ,8.32 ,2.98 ,1.67 
754,泡沫、哀のまほろば,oni,634,3.63 ,3.20 ,1.75 ,5.55 ,2.74 ,1.67 ,0.89 ,0.31 
755,魔理沙偷走了重要的东西,oni,810,7.68 ,7.01 ,3.89 ,9.09 ,7.34 ,5.17 ,6.19 ,1.00 
756,GERBERA,oni,973,12.25 ,12.01 ,11.92 ,12.25 ,11.63 ,14.59 ,12.64 ,9.88 
757,Xevel,oni,1129,12.89 ,11.65 ,11.52 ,14.10 ,10.66 ,13.01 ,13.42 ,6.79 
758,ouroboros -twin stroke of the end-,oni,1134,13.06 ,12.78 ,12.72 ,12.88 ,12.62 ,13.45 ,13.42 ,12.48 
759,Surf Zapping,oni,840,11.41 ,10.88 ,10.40 ,11.48 ,10.89 ,11.11 ,11.63 ,5.26 
760,青天之黎明,oni,1000,12.30 ,11.99 ,12.28 ,11.96 ,11.68 ,12.91 ,13.01 ,12.84 
761,EterNal Ring,oni,902,13.25 ,12.60 ,12.49 ,13.22 ,12.01 ,14.40 ,14.18 ,11.97 
762,Toon Town's Toys' Tune,oni,659,10.38 ,10.89 ,12.58 ,7.15 ,10.34 ,12.87 ,12.70 ,14.03 
763,round and fast and crazy rhythm,oni,978,12.14 ,12.44 ,12.73 ,12.89 ,12.19 ,13.97 ,11.06 ,12.70 
764,Coquette,oni,1022,13.39 ,13.15 ,13.27 ,14.10 ,12.76 ,14.56 ,13.04 ,12.66 
765,Demon King of the Sixth Heaven,edit,1582,15.50 ,15.50 ,15.49 ,15.50 ,15.50 ,14.50 ,15.22 ,12.93 
765,Demon King of the Sixth Heaven,oni,1396,15.24 ,15.29 ,15.34 ,15.06 ,15.21 ,14.50 ,15.18 ,14.31 
766,シンクロニシティ,oni,407,1.54 ,1.33 ,0.80 ,2.18 ,0.27 ,0.02 ,1.49 ,0.44 
770,Dance Robot Dance,oni,876,7.36 ,7.25 ,5.00 ,8.36 ,7.66 ,8.08 ,5.66 ,3.10 
771,Cantabile×Passione,edit,892,9.56 ,8.30 ,5.45 ,9.00 ,5.33 ,2.84 ,12.71 ,3.71 
771,Cantabile×Passione,oni,509,1.17 ,1.74 ,2.07 ,1.99 ,0.29 ,2.83 ,0.00 ,2.18 
773,命短し恋せよ乙女,oni,487,2.14 ,2.27 ,1.74 ,3.65 ,0.51 ,4.38 ,0.00 ,0.99 
774,Hung-rock,oni,611,10.53 ,10.13 ,9.57 ,10.66 ,11.02 ,9.43 ,9.66 ,3.82 
775,PAN vs GOHAN! DAIKESSEN!,edit,824,12.68 ,12.81 ,13.21 ,11.80 ,12.36 ,14.89 ,13.59 ,14.18 
775,PAN vs GOHAN! DAIKESSEN!,oni,824,12.16 ,11.80 ,11.93 ,12.98 ,12.22 ,11.00 ,10.96 ,11.78 
776,GO GET'EM!,edit,648,8.53 ,8.98 ,10.04 ,7.15 ,5.09 ,9.78 ,11.78 ,10.71 
776,GO GET'EM!,oni,555,8.40 ,7.63 ,6.03 ,6.32 ,2.19 ,0.46 ,12.83 ,5.48 
777,colorful,oni,739,12.60 ,12.18 ,12.17 ,12.35 ,11.80 ,14.57 ,13.37 ,10.50 
778,λ7708,oni,788,12.36 ,12.59 ,12.82 ,12.04 ,12.84 ,14.91 ,11.96 ,13.30 
779,Clotho,oni,983,11.24 ,9.90 ,8.57 ,13.08 ,10.23 ,7.79 ,9.93 ,1.17 
780,Comona,oni,726,8.04 ,8.12 ,7.87 ,5.66 ,7.38 ,9.07 ,10.24 ,6.44 
781,ARMAGEΔDON,oni,999,12.65 ,11.81 ,11.95 ,13.55 ,11.02 ,13.59 ,13.00 ,10.21 
782,Marine Mirage,oni,522,2.13 ,2.37 ,2.03 ,3.61 ,0.70 ,5.17 ,0.00 ,1.32 
783,Dive to Blue,oni,641,5.93 ,5.89 ,3.83 ,6.45 ,7.55 ,7.85 ,2.40 ,1.77 
784,顶,oni,881,11.98 ,11.73 ,11.40 ,12.40 ,11.26 ,14.51 ,12.05 ,8.41 
785,Youthful Coaster,oni,724,9.72 ,9.68 ,10.81 ,8.49 ,10.86 ,12.38 ,9.49 ,6.39 
786,天下统一录,oni,988,12.18 ,10.65 ,10.05 ,12.56 ,11.37 ,9.25 ,12.34 ,3.89 
790,杂草,oni,400,0.59 ,2.68 ,4.51 ,0.97 ,0.01 ,0.00 ,0.32 ,5.32 
792,only my railgun,oni,429,1.72 ,1.54 ,1.14 ,2.73 ,0.19 ,0.11 ,1.13 ,0.97 
793,Ameto Petora,edit,591,6.80 ,6.74 ,5.51 ,7.40 ,6.44 ,8.38 ,6.40 ,3.22 
793,Ameto Petora,oni,464,1.88 ,2.37 ,4.19 ,2.37 ,0.99 ,8.38 ,1.97 ,1.16 
794,Violence Trigger,oni,520,8.45 ,8.31 ,6.95 ,7.68 ,10.43 ,8.88 ,6.63 ,3.45 
795,残響,edit,532,7.42 ,8.90 ,9.95 ,5.46 ,2.66 ,9.25 ,11.24 ,11.21 
795,残響,oni,345,1.17 ,2.94 ,4.76 ,1.39 ,0.02 ,0.05 ,1.46 ,5.60 
797,PAC-MAN CHAMPIONSHIP EDITION 2,oni,657,8.11 ,8.63 ,11.67 ,6.57 ,6.33 ,10.37 ,10.58 ,13.65 
798,Miracle Meeting,oni,903,10.24 ,9.90 ,11.24 ,11.27 ,10.80 ,13.48 ,8.21 ,4.23 
799,Ko Ki Ku Kuru Kuru Kure Ko!,oni,531,3.81 ,4.92 ,6.58 ,1.74 ,0.03 ,0.04 ,6.32 ,7.51 
800,Trust Game,oni,657,7.90 ,7.76 ,5.53 ,6.36 ,9.94 ,8.27 ,6.74 ,3.22 
801,Sekai Wa Anata Ni Waraikakete Iru,oni,351,0.47 ,2.01 ,3.37 ,0.80 ,0.00 ,0.00 ,0.11 ,3.98 
803,FREEDOM DiVE↓,oni,1024,11.81 ,11.12 ,11.28 ,11.63 ,10.55 ,9.96 ,12.91 ,12.64 
804,Altale,edit,820,11.77 ,10.88 ,11.33 ,11.69 ,10.34 ,12.74 ,12.92 ,7.63 
804,Altale,oni,540,4.58 ,4.91 ,3.93 ,2.95 ,0.55 ,7.50 ,7.29 ,3.11 
805,Pixel Galaxy,oni,740,5.64 ,7.13 ,10.51 ,5.23 ,3.58 ,13.36 ,7.36 ,8.12 
808,ハイスペックニート,oni,429,6.49 ,6.57 ,7.52 ,4.37 ,7.55 ,9.83 ,6.97 ,4.58 
809,Alkali Rettousei,oni,434,1.58 ,1.58 ,0.97 ,2.65 ,0.60 ,2.37 ,0.00 ,0.15 
810,【限定】 Nesin Amatias,oni,570,5.24 ,5.28 ,5.80 ,5.23 ,4.11 ,8.67 ,6.09 ,2.06 
811,ANATATO TURATTATTA?,edit,468,9.66 ,9.95 ,13.88 ,5.99 ,15.50 ,15.23 ,0.75 ,4.18 
811,ANATATO TURATTATTA?,oni,145,0.00 ,0.04 ,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.07 
814,ARUFUWA,oni,996,12.68 ,12.21 ,11.85 ,13.26 ,11.75 ,14.50 ,12.75 ,8.78 
815,LOVE?SPICE?LIKE YOU!!!,oni,934,11.35 ,10.89 ,10.46 ,11.26 ,10.93 ,10.90 ,11.66 ,6.83 
816,Struck Stardust,edit,1044,13.68 ,13.48 ,13.53 ,14.41 ,12.85 ,14.86 ,13.48 ,12.15 
816,Struck Stardust,oni,711,10.72 ,10.41 ,10.22 ,10.14 ,10.81 ,9.83 ,11.01 ,9.73 
817,Dragoon,oni,765,9.20 ,9.27 ,10.70 ,8.54 ,10.76 ,14.43 ,7.89 ,5.44 
818,Don't Stop the Game,oni,846,12.01 ,11.93 ,12.94 ,9.93 ,11.36 ,13.56 ,14.15 ,14.49 
819,Colorful Voice,edit,1121,13.77 ,12.31 ,12.30 ,14.23 ,12.74 ,11.00 ,14.05 ,9.32 
819,Colorful Voice,oni,876,10.49 ,10.22 ,10.50 ,9.01 ,10.07 ,11.00 ,11.98 ,9.84 
820,Dead or Die,oni,1096,13.11 ,12.59 ,12.63 ,12.95 ,12.45 ,11.00 ,13.68 ,12.87 
821,WA ARUDO HERITE IJI - JO,oni,581,5.49 ,6.89 ,7.18 ,2.66 ,0.55 ,7.86 ,9.05 ,7.54 
822,Heat Haze Shadow 2,oni,765,8.64 ,7.94 ,4.30 ,10.81 ,8.60 ,6.11 ,5.54 ,0.10 
823,mosimosi KAMISAMA,oni,656,4.26 ,4.35 ,3.47 ,4.76 ,4.53 ,7.97 ,3.26 ,1.81 
824,Dramaturgy,edit,430,5.07 ,4.74 ,4.09 ,4.33 ,1.36 ,0.48 ,7.45 ,3.97 
824,Dramaturgy,oni,199,0.14 ,1.04 ,1.65 ,0.24 ,0.01 ,0.48 ,0.00 ,1.95 
826,Amphit◇rite,oni,833,11.56 ,11.55 ,12.00 ,11.63 ,12.64 ,14.86 ,10.04 ,9.52 
828,ROKI,oni,576,2.78 ,2.45 ,1.70 ,2.97 ,0.77 ,0.60 ,3.66 ,1.32 
831,咯咯咯鬼太郎,edit,390,7.08 ,7.33 ,10.58 ,2.23 ,11.25 ,15.08 ,4.16 ,2.16 
831,咯咯咯鬼太郎,oni,155,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
833,Goldfish City,oni,876,11.90 ,11.05 ,10.50 ,11.52 ,11.01 ,11.14 ,12.88 ,4.45 
834,疾风怒涛,edit,1083,14.62 ,14.38 ,14.37 ,15.00 ,14.14 ,12.87 ,14.44 ,13.48 
834,疾风怒涛,oni,772,11.73 ,11.07 ,11.78 ,10.13 ,10.25 ,12.85 ,14.16 ,11.41 
835,What's in the box?,oni,750,10.76 ,11.33 ,12.55 ,9.74 ,11.39 ,14.99 ,10.89 ,11.44 
839,ただ君に晴れ,oni,285,0.85 ,0.75 ,0.40 ,1.47 ,0.03 ,0.05 ,0.00 ,0.09 
842,红莲华,edit,400,2.95 ,3.27 ,3.84 ,2.71 ,0.27 ,0.01 ,4.29 ,4.24 
842,红莲华,oni,291,0.96 ,2.16 ,3.46 ,1.08 ,0.03 ,0.01 ,1.25 ,4.06 
843,Mopemope,oni,501,10.35 ,10.69 ,12.15 ,8.59 ,11.26 ,14.30 ,10.80 ,9.73 
844,B.B.K.K.B.K.K.,oni,853,10.24 ,9.28 ,8.21 ,11.31 ,7.07 ,5.19 ,11.51 ,7.78 
845,Dreadnought,edit,1075,13.13 ,12.67 ,12.66 ,14.06 ,12.10 ,13.80 ,12.91 ,11.21 
845,Dreadnought,oni,632,8.31 ,8.15 ,5.81 ,7.46 ,10.29 ,8.26 ,6.56 ,3.62 
846,Cutie☆Demonic☆MAJIN EMO!!,oni,1075,11.38 ,10.38 ,9.48 ,13.06 ,10.48 ,9.56 ,10.16 ,4.44 
847,ぐでたまテーマソング,oni,217,0.07 ,0.38 ,0.60 ,0.11 ,0.00 ,0.00 ,0.00 ,0.70 
848,ぐでたまぷちょへんざ,oni,348,0.82 ,0.70 ,0.38 ,1.41 ,0.01 ,0.00 ,0.17 ,0.00 
849,poxei◆DOON,oni,1210,14.74 ,14.83 ,15.09 ,13.89 ,15.00 ,14.60 ,15.05 ,14.04 
850,Connect Colours,oni,872,13.03 ,13.03 ,13.23 ,11.52 ,12.86 ,13.33 ,14.32 ,13.98 
851,气焰万丈神乐,oni,1141,12.75 ,12.07 ,11.90 ,13.67 ,11.42 ,14.50 ,12.84 ,8.00 
852,抓住那只音乐虫！,oni,646,8.38 ,7.32 ,4.84 ,7.19 ,3.01 ,1.51 ,12.14 ,3.42 
855,再怎么吃再怎么吃,oni,496,6.79 ,7.09 ,7.71 ,2.15 ,0.71 ,0.07 ,11.46 ,8.34 
856,Calamity Fortune,edit,1217,14.34 ,14.35 ,14.55 ,14.89 ,13.41 ,15.50 ,14.41 ,13.37 
856,Calamity Fortune,oni,1069,12.20 ,10.58 ,9.95 ,13.80 ,10.92 ,8.83 ,11.47 ,8.07 
857,Sakura Secret,oni,673,7.95 ,7.96 ,8.89 ,7.37 ,7.53 ,11.01 ,8.75 ,6.46 
858,UFO Swingin',oni,756,13.50 ,13.13 ,12.88 ,12.75 ,13.48 ,12.99 ,14.01 ,11.48 
859,Tenkyuunoritsu,oni,821,12.57 ,12.45 ,12.69 ,12.96 ,12.19 ,14.50 ,12.32 ,12.01 
860,Nya-Nya-Nya-,oni,859,12.83 ,11.98 ,11.91 ,11.78 ,11.78 ,14.90 ,14.50 ,9.54 
861,Literary Nonsense,oni,416,1.88 ,1.99 ,1.73 ,3.20 ,0.39 ,1.43 ,0.34 ,1.71 
864,TD - 28619029byte remix -,oni,882,9.33 ,8.90 ,8.45 ,8.89 ,4.74 ,9.80 ,12.51 ,6.51 
865,流浪的琥珀公主,oni,495,2.89 ,3.33 ,5.76 ,2.90 ,0.35 ,8.78 ,4.03 ,1.78 
866,冰龙 ～Kooryu～,edit,1059,13.42 ,12.25 ,11.68 ,13.89 ,11.80 ,13.11 ,14.21 ,6.01 
866,冰龙 ～Kooryu～,oni,734,10.30 ,9.80 ,8.99 ,9.77 ,10.70 ,8.94 ,10.22 ,2.52 
867,Uchuhikoushi Boukentan,oni,797,10.48 ,10.31 ,10.24 ,9.61 ,10.90 ,10.21 ,10.70 ,8.69 
868,Monochrome Voice,edit,1305,14.68 ,14.70 ,14.81 ,15.26 ,15.13 ,15.23 ,13.30 ,9.86 
868,Monochrome Voice,oni,961,12.53 ,11.78 ,11.32 ,12.58 ,11.93 ,11.36 ,12.82 ,9.67 
869,森罗万象,oni,984,13.01 ,12.85 ,13.10 ,12.38 ,12.46 ,14.50 ,13.89 ,13.94 
874,撥条少女時計,oni,647,5.08 ,6.68 ,7.94 ,5.59 ,2.31 ,8.72 ,6.32 ,7.98 
875,グラーヴェ,oni,650,4.10 ,4.18 ,2.93 ,5.14 ,3.98 ,7.79 ,2.75 ,0.57 
877,刀剣乱舞,oni,399,0.35 ,0.34 ,0.18 ,0.60 ,0.01 ,0.14 ,0.00 ,0.08 
878,Caribbean Knight,oni,806,9.66 ,9.61 ,10.91 ,8.57 ,10.19 ,12.63 ,9.96 ,7.65 
879,Taiko Roll,oni,876,9.55 ,9.00 ,5.86 ,10.60 ,10.11 ,7.95 ,7.45 ,3.67 
880,夢と希望,oni,694,4.56 ,4.55 ,2.79 ,6.75 ,4.00 ,6.66 ,0.02 ,0.55 
881,MEGALOVANIA,edit,1072,12.90 ,12.08 ,12.12 ,12.89 ,11.46 ,13.65 ,13.99 ,11.24 
881,MEGALOVANIA,oni,664,8.27 ,8.80 ,9.62 ,5.96 ,7.57 ,11.00 ,10.49 ,8.46 
882,乙女解剖,edit,569,4.20 ,4.01 ,3.68 ,3.57 ,0.35 ,0.10 ,6.28 ,3.70 
882,乙女解剖,oni,352,0.48 ,0.55 ,0.60 ,0.83 ,0.00 ,0.01 ,0.00 ,0.66 
884,愛にできることはまだあるかい,edit,429,0.77 ,0.70 ,0.45 ,1.22 ,0.02 ,0.09 ,0.48 ,0.33 
884,愛にできることはまだあるかい,oni,296,0.16 ,0.17 ,0.15 ,0.28 ,0.00 ,0.00 ,0.00 ,0.15 
886,Hello! Don-chan,oni,349,0.50 ,0.46 ,0.24 ,0.86 ,0.03 ,0.05 ,0.00 ,0.07 
887,NAMAHAGE NO UTA,oni,780,8.20 ,7.70 ,4.22 ,8.08 ,9.04 ,6.57 ,7.24 ,0.81 
888,古典乐组曲（摇滚篇）,oni,606,5.01 ,5.99 ,7.56 ,6.13 ,1.46 ,0.27 ,5.89 ,8.52 
889,via lactea,oni,593,3.51 ,3.53 ,2.39 ,4.31 ,4.06 ,5.63 ,1.17 ,1.09 
